Year,Player,School,Conf,G,Rushing.Avg,Rushing.TD,Receiving.Rec,Receiving.Avg,Receiving.TD,Scrimmage.Avg,Scrimmage.TD,Rushing.Yds.PG,Receiving.Yds.PG,Scrimmage.Yds.PG,Rushing.Att.PG,PPG.Off,SRS.SOS,Overall.Pct
1998,Demarco McCleskey,Cincinnati,CUSA,9,5.3,11,7,4.9,0,5.3,11,95.66666666666667,3.7777777777777777,99.44444444444444,18,23.5,-0.36,0.182
1998,Greg Lomax,Akron,MAC,11,5.3,13,9,17.2,0,6,13,78.27272727272727,14.090909090909092,92.36363636363636,14.636363636363637,24.1,-10.5,0.364
1998,Ray Robinson,North Carolina State,ACC,11,5.3,10,12,5.6,0,5.4,10,74.72727272727273,6.090909090909091,80.81818181818181,14,30.5,3.04,0.583
1998,Shyrone Stith,Virginia Tech,Big East,11,5.3,3,5,8.4,0,5.4,3,63.54545454545455,3.8181818181818183,67.36363636363636,12.090909090909092,31.8,0.19,0.75
1998,Deshaun Foster,UCLA,Pac-10,12,5.3,10,16,10.2,2,5.9,12,56.083333333333336,13.583333333333334,69.66666666666667,10.5,39.7,6.4,0.833
1998,Mitch Bowles,Kansas,Big 12,10,5.3,4,10,22.3,1,7.1,5,43.8,22.3,66.1,8.3,25.5,2.99,0.364
1998,Ricky Williams,Texas Tech,Big 12,11,5.2,13,18,9.8,0,5.4,13,143.8181818181818,16,159.8181818181818,27.818181818181817,26.3,2.92,0.583
1998,Ron Dayne,Wisconsin,Big Ten,11,5.2,15,6,7.5,0,5.2,15,138.63636363636363,4.090909090909091,142.72727272727272,26.818181818181817,31.8,1.78,0.917
1998,Amos Zereoue,West Virginia,Big East,11,5.2,13,23,8,1,5.4,14,132.9090909090909,16.727272727272727,149.63636363636363,25.727272727272727,34.2,1.54,0.667
1998,Ronney Jenkins,Brigham Young,WAC,13,5.2,13,34,10.3,2,5.8,15,100.53846153846153,26.846153846153847,127.38461538461539,19.384615384615383,28.7,-3.64,0.643
1998,Derrick Nix,Southern Mississippi,CUSA,11,5.2,9,10,10.3,1,5.4,10,107.27272727272727,9.363636363636363,116.63636363636364,20.545454545454547,32,-0.16,0.583
1998,Leroy Collins,Louisville,CUSA,11,5.2,19,35,9.3,0,5.8,19,103.0909090909091,29.636363636363637,132.72727272727272,19.818181818181817,39.4,-3.28,0.583
1998,Jacki Crooks,Rutgers,Big East,11,5.2,3,21,6,1,5.3,4,74.63636363636364,11.363636363636363,86,14.454545454545455,18.7,-0.25,0.455
1998,Anthony Thomas,Michigan,Big Ten,11,5.2,12,15,9.3,0,5.6,12,69.18181818181819,12.727272727272727,81.9090909090909,13.272727272727273,27.6,3.86,0.769
1998,Derek Homer,Kentucky,SEC,11,5.2,7,41,5.8,0,5.4,7,65.0909090909091,21.727272727272727,86.81818181818181,12.454545454545455,35.9,3.77,0.583
1998,Kevin McDougal,Colorado State,WAC,7,5.2,4,8,6.5,0,5.3,4,78.14285714285714,7.428571428571429,85.57142857142857,15,28.8,-1.16,0.667
1998,Cordell Mitchell,Penn State,Big Ten,7,5.2,2,5,6.2,0,5.2,2,73,4.428571428571429,77.42857142857143,14.142857142857142,26.4,5.29,0.75
1998,Ronald Curry,North Carolina,ACC,11,5.2,2,0,0,0,5.2,2,38.09090909090909,0,38.09090909090909,7.2727272727272725,24,1.36,0.583
1998,Eron Hurley,Boise State,Big West,11,5.1,11,14,6.8,0,5.2,11,103.81818181818181,8.636363636363637,112.45454545454545,20.272727272727273,29.9,-9.94,0.545
1998,Deuce McAllister,Ole Miss,SEC,11,5.1,7,18,8.6,0,5.4,7,98.36363636363636,14,112.36363636363636,19.272727272727273,23.3,-0.04,0.583
1998,Gerard Arnold,Memphis,CUSA,11,5.1,6,8,3.8,1,5,7,96.27272727272727,2.727272727272727,99,18.90909090909091,20.5,0.21,0.182
1998,Leonard Henry,East Carolina,CUSA,10,5.1,4,2,9,0,5.1,4,63.4,1.8,65.2,12.5,24.9,-4.16,0.545
1998,Sid Hall,Ohio,MAC,11,5.1,1,0,0,0,5.1,1,40.18181818181818,0,40.18181818181818,7.909090909090909,24.5,-6.49,0.455
1998,Robert Cooper,Cincinnati,CUSA,11,5.1,2,4,4.8,0,5.1,2,38.09090909090909,1.7272727272727273,39.81818181818182,7.454545454545454,23.5,-0.36,0.182
1998,Jonas Lewis,San Diego State,WAC,9,5,7,7,11.7,0,5.2,7,99.66666666666667,9.11111111111111,108.77777777777777,20.11111111111111,20.3,-0.58,0.583
1998,Larry Ned,San Diego State,WAC,9,5,4,4,5.3,0,5,4,84.66666666666667,2.3333333333333335,87,17,20.3,-0.58,0.583
1998,LaDainian Tomlinson,TCU,WAC,11,5,8,6,5.7,0,5,8,65.18181818181819,3.090909090909091,68.27272727272727,13.090909090909092,22.3,-0.23,0.583
1998,Jamaican Dartez,Tulane,CUSA,11,5,7,15,13.9,3,5.9,10,61.72727272727273,19,80.72727272727273,12.272727272727273,45,-5.24,1
1998,Travis Prentice,Miami (OH),MAC,11,4.9,19,11,9.7,1,5,20,162.45454545454547,9.727272727272727,172.1818181818182,33.18181818181818,28.8,-10.43,0.909
1998,Kevin Brown,Washington State,Pac-10,11,4.9,4,10,7.4,0,5,4,95.0909090909091,6.7272727272727275,101.81818181818181,19.545454545454547,20.3,3.71,0.273
1998,Chad Morton,USC,Pac-10,11,4.9,6,18,7.6,1,5.2,7,89.54545454545455,12.363636363636363,101.9090909090909,18.09090909090909,26.6,6.12,0.615
1998,Troy Hambrick,South Carolina,SEC,10,4.9,4,22,7.5,0,5.2,4,70.1,16.6,86.7,14.4,18.8,3.32,0.091
1998,Olandis Gary,Georgia,SEC,11,4.9,10,10,11.7,0,5.3,10,63.45454545454545,10.636363636363637,74.0909090909091,13,24.3,2.68,0.75
1998,Michael Perry,Rice,WAC,11,4.9,3,6,18.8,1,5.7,4,47.63636363636363,10.272727272727273,57.90909090909091,9.636363636363637,21.4,1.35,0.455
1998,Junior Mahe,Brigham Young,WAC,13,4.9,6,16,11.3,1,5.8,7,37,13.923076923076923,50.92307692307692,7.538461538461538,28.7,-3.64,0.643
1998,Ja'Mar Toombs,Texas A&M,Big 12,13,4.9,3,6,9,0,5.2,3,32.46153846153846,4.153846153846154,36.61538461538461,6.615384615384615,23.9,7.86,0.786
1998,Joey Dozier,New Mexico State,Big West,11,4.9,4,17,9.8,1,5.7,5,36,15.181818181818182,51.18181818181818,7.363636363636363,30.1,-4.36,0.273
1998,Raschi Culler,Akron,MAC,11,4.9,4,2,0,0,4.8,4,35,0,35,7.181818181818182,24.1,-10.5,0.364
1998,Steve Holmes,Bowling Green State,MAC,9,4.9,3,1,7,0,4.9,3,42.666666666666664,0.7777777777777778,43.44444444444444,8.777777777777779,26.5,-4.18,0.455
1998,Matt Kalapinski,Maryland,ACC,11,4.9,3,4,24.3,1,5.9,4,33.63636363636363,8.818181818181818,42.45454545454545,6.818181818181818,18.4,1.1,0.273
1998,Steve Hookfin,Ohio,MAC,11,4.8,11,0,0,0,4.8,11,119.54545454545455,0,119.54545454545455,24.818181818181817,24.5,-6.49,0.455
1998,Mike Anderson,Utah,WAC,11,4.8,12,2,5.5,1,4.8,13,106.63636363636364,1,107.63636363636364,22.181818181818183,30.8,-6.24,0.636
1998,Irv Dingle,Navy,Ind,11,4.8,6,2,7.5,0,4.9,6,60.72727272727273,1.3636363636363635,62.09090909090909,12.545454545454545,23.2,-2.43,0.273
1998,Rodney Williams,Vanderbilt,SEC,8,4.8,3,4,1.3,0,4.7,3,76,0.625,76.625,15.75,12.9,4.04,0.182
1998,Jeff Chaney,Florida State,ACC,12,4.8,5,1,3,0,4.8,5,47.75,0.25,48,10,30.8,6.57,0.846
1998,Robert Sanford,Western Michigan,MAC,10,4.8,4,15,5.2,0,4.9,4,52.3,7.8,60.1,10.8,32.7,-12.1,0.636
1998,Joe Burns,Georgia Tech,ACC,11,4.8,5,13,7.2,0,5.1,5,43.09090909090909,8.545454545454545,51.63636363636363,8.909090909090908,35.5,1.7,0.833
1998,Eric Crouch,Nebraska,Big 12,8,4.8,5,0,0,0,4.8,5,57.375,0,57.375,12,31,6.52,0.692
1998,Autry Denson,Notre Dame,Ind,11,4.7,15,6,13.5,0,4.9,15,106.9090909090909,7.363636363636363,114.27272727272727,22.818181818181817,27.3,3.66,0.75
1998,Rodnick Phillips,SMU,WAC,12,4.7,9,14,7.9,1,4.8,10,92.91666666666667,9.25,102.16666666666667,19.916666666666668,18.8,-0.43,0.417
1998,Ketric Sanford,Houston,CUSA,11,4.7,6,22,7.8,0,5,6,95.81818181818181,15.545454545454545,111.36363636363636,20.181818181818183,23.1,1.19,0.273
1998,David Winbush,Kansas,Big 12,11,4.7,9,8,9.4,0,4.8,9,88.54545454545455,6.818181818181818,95.36363636363636,19,25.5,2.99,0.364
1998,James Wofford,UNLV,WAC,11,4.7,5,4,8.3,0,4.8,5,74.18181818181819,3,77.18181818181819,15.727272727272727,14.2,2.3,0
1998,Charles Tharp,Hawaii,WAC,12,4.7,2,19,8.1,1,5,3,56.583333333333336,12.75,69.33333333333333,12.166666666666666,12.4,-2,0
1998,Jamie Wilson,East Carolina,CUSA,11,4.7,4,32,7.5,2,5.2,6,58.81818181818182,21.727272727272727,80.54545454545455,12.545454545454545,24.9,-4.16,0.545
1998,Rocky Harvey,Illinois,Big Ten,11,4.7,6,10,2.4,1,4.6,7,57.63636363636363,2.1818181818181817,59.81818181818182,12.181818181818182,13.5,3.7,0.273
1998,Marlon Barnes,Colorado,Big 12,6,4.7,3,1,16,0,4.8,3,95.33333333333333,2.6666666666666665,98,20.166666666666668,25.2,4.65,0.667
1998,Spanky Gilliam,Air Force,WAC,12,4.7,5,0,0,0,4.7,5,43.916666666666664,0,43.916666666666664,9.333333333333334,36,-3.25,0.923
1998,Joel Makovicka,Nebraska,Big 12,12,4.7,2,4,16.8,0,5.2,2,38.166666666666664,5.583333333333333,43.75,8.083333333333334,31,6.52,0.692
1998,Dawayne Woods,Southern Mississippi,CUSA,11,4.7,7,2,7,0,4.7,7,38.72727272727273,1.2727272727272727,40,8.272727272727273,32,-0.16,0.583
1998,Eugene McCaslin,Florida,SEC,8,4.7,1,4,7.3,0,4.8,1,40.125,3.625,43.75,8.625,31.7,2.52,0.833
1998,Doug Chapman,Marshall,MAC,13,4.6,17,26,10.7,3,5.1,20,97.3076923076923,21.46153846153846,118.76923076923077,21.384615384615383,31.2,-11.89,0.923
1998,Shaun Alexander,Alabama,SEC,11,4.6,13,26,14.8,4,5.5,17,107.0909090909091,35,142.0909090909091,23.454545454545453,20.9,6.05,0.583
1998,Chris Lemon,Nevada,Big West,11,4.6,13,15,6.3,1,4.7,14,104.9090909090909,8.545454545454545,113.45454545454545,23,33.7,-6.54,0.545
1998,Ken Simonton,Oregon State,Pac-10,11,4.6,13,16,4.9,0,4.6,13,93.45454545454545,7.181818181818182,100.63636363636364,20.363636363636363,26,4.05,0.455
1998,Nathan Simmons,Oklahoma State,Big 12,11,4.6,5,11,8.8,0,4.8,5,85.18181818181819,8.818181818181818,94,18.545454545454547,27.5,5.05,0.455
1998,Godfrey Lewis,Bowling Green State,MAC,10,4.6,2,5,6.2,0,4.7,2,75.3,3.1,78.4,16.3,26.5,-4.18,0.455
1998,Lamont Zachery,Arkansas State,Ind,11,4.6,9,13,7.6,2,4.9,11,50.72727272727273,9,59.72727272727273,11.090909090909092,18,-8.11,0.333
1998,Jared McGrath,Vanderbilt,SEC,11,4.6,1,8,5.8,0,4.7,1,48,4.181818181818182,52.18181818181818,10.454545454545455,12.9,4.04,0.182
1998,Mike Grant,UCF,Ind,11,4.6,5,24,9.5,0,5.5,5,45.72727272727273,20.818181818181817,66.54545454545455,10,35.7,-9.33,0.818
1998,Llow Turner,Marshall,MAC,13,4.6,0,8,6,0,4.7,0,31.923076923076923,3.6923076923076925,35.61538461538461,6.923076923076923,31.2,-11.89,0.923
1998,Jamaal Fobbs,Oklahoma State,Big 12,10,4.6,4,11,5.5,0,4.7,4,40.9,6,46.9,8.9,27.5,5.05,0.455
1998,Eric Flowers,Central Michigan,MAC,11,4.5,16,4,6,0,4.5,16,118.36363636363636,2.1818181818181817,120.54545454545455,26.545454545454547,20.8,-11.46,0.545
1998,Travis Minor,Florida State,ACC,10,4.5,7,21,9,1,4.9,8,85.7,18.9,104.6,19.1,30.8,6.57,0.846
1998,Marcus Fields,California,Pac-10,11,4.5,4,19,12.2,2,5.3,6,66.72727272727273,21.09090909090909,87.81818181818181,14.818181818181818,16.6,5.41,0.455
1998,Omar Bacon,Utah,WAC,11,4.5,9,7,5,0,4.5,9,65.27272727272727,3.1818181818181817,68.45454545454545,14.545454545454545,30.8,-6.24,0.636
1998,Clarence Williams,Michigan,Big Ten,10,4.5,0,12,7.3,0,4.7,0,56.8,8.7,65.5,12.6,27.6,3.86,0.769
1998,Steve Havard,Illinois,Big Ten,11,4.5,5,4,8.8,0,4.7,5,51.27272727272727,3.1818181818181817,54.45454545454545,11.272727272727273,13.5,3.7,0.273
1998,John Bernard,Louisiana,Ind,11,4.5,5,9,11.4,1,5,6,44.72727272727273,9.363636363636363,54.09090909090909,9.909090909090908,18.1,-3.38,0.182
1998,Travis Stephens,Tennessee,SEC,12,4.5,4,2,1.5,0,4.4,4,39.75,0.25,40,8.916666666666666,33.2,4.42,1
1998,Reggie Williams,Tulsa,WAC,8,4.5,2,3,9,0,4.6,2,55.875,3.375,59.25,12.5,20.2,0.14,0.364
1998,Anthony White,Kentucky,SEC,11,4.5,2,78,7.5,1,5.8,3,39.72727272727273,52.90909090909091,92.63636363636364,8.818181818181818,35.9,3.77,0.583
1998,Dondre Johnson,Purdue,Big Ten,11,4.5,3,7,1.7,0,4.3,3,39.36363636363637,1.0909090909090908,40.45454545454545,8.727272727272727,34.2,5.4,0.692
1998,Rob Konrad,Syracuse,Big East,11,4.5,7,20,9.8,2,5.4,9,37.90909090909091,17.818181818181817,55.72727272727273,8.454545454545455,39.8,3.62,0.667
1998,Shaunard Harts,Boise State,Big West,11,4.5,3,19,10.7,2,5.6,5,36.90909090909091,18.454545454545453,55.36363636363637,8.181818181818182,29.9,-9.94,0.545
1998,Joseph Polk,UTEP,WAC,11,4.4,6,6,9.2,0,4.5,6,61.45454545454545,5,66.45454545454545,14.090909090909092,20.5,-2.45,0.273
1998,Paul Smith,UTEP,WAC,10,4.4,2,13,13.8,0,5.2,2,66,17.9,83.9,14.9,20.5,-2.45,0.273
1998,Damon Washington,Colorado State,WAC,10,4.4,5,11,5.5,0,4.5,5,64.5,6.1,70.6,14.7,28.8,-1.16,0.667
1998,Lennox Gordon,New Mexico,WAC,12,4.4,4,15,4.6,1,4.4,5,47.583333333333336,5.75,53.333333333333336,10.833333333333334,22.8,-5.12,0.25
1998,Johnny Goff,Army,CUSA,9,4.4,2,0,0,0,4.4,2,61.333333333333336,0,61.333333333333336,13.88888888888889,23.4,0.03,0.273
1998,Joe Gunn,Ole Miss,SEC,10,4.4,6,7,8,0,4.6,6,54.6,5.6,60.2,12.3,23.3,-0.04,0.583
1998,Kevan Barlow,Pitt,Big East,9,4.4,4,11,12.7,1,5.1,5,59.22222222222222,15.555555555555555,74.77777777777777,13.444444444444445,21.3,0.54,0.182
1998,Chris Gall,Indiana,Big Ten,11,4.4,7,30,8.1,1,5.5,8,29.90909090909091,22.09090909090909,52,6.7272727272727275,22.3,4.6,0.364
1998,Robert Gillespie,Florida,SEC,11,4.4,2,17,16,1,6.6,3,28.181818181818183,24.727272727272727,52.90909090909091,6.454545454545454,31.7,2.52,0.833
1998,Sedrick Irvin,Michigan State,Big Ten,12,4.3,10,28,7.5,0,4.6,10,97.25,17.5,114.75,22.666666666666668,28,5.8,0.5
1998,Marques Brigham,Wyoming,WAC,11,4.3,9,10,4.1,0,4.3,9,101.27272727272727,3.727272727272727,105,23.545454545454547,20.2,-1.29,0.727
1998,Kareem Wilson,Ohio,MAC,11,4.3,13,0,0,0,4.3,13,72.54545454545455,0,72.54545454545455,16.90909090909091,24.5,-6.49,0.455
1998,J Crabtree,Purdue,Big Ten,11,4.3,2,13,8.6,0,4.6,2,58.90909090909091,10.181818181818182,69.0909090909091,13.818181818181818,34.2,5.4,0.692
1998,Jermaine Lewis,UCLA,Pac-10,12,4.3,12,9,13.1,1,4.8,13,46.083333333333336,9.833333333333334,55.916666666666664,10.833333333333334,39.7,6.4,0.833
1998,Mike Green,Houston,CUSA,11,4.3,3,3,22.7,0,4.8,3,39.54545454545455,6.181818181818182,45.72727272727273,9.181818181818182,23.1,1.19,0.273
1998,Keith Brown,UCLA,Pac-10,12,4.3,6,10,12.1,0,5,6,35.25,10.083333333333334,45.333333333333336,8.25,39.7,6.4,0.833
1998,Dante Hall,Texas A&M,Big 12,13,4.2,8,6,15.3,0,4.5,8,78.76923076923077,7.076923076923077,85.84615384615384,18.692307692307693,23.9,7.86,0.786
1998,LeAndre Moore,Ball State,MAC,11,4.2,4,8,10.1,0,4.4,4,82.63636363636364,7.363636363636363,90,19.727272727272727,13.6,-7.16,0.091
1998,B.J. Hill,Duke,ACC,11,4.2,2,14,5,0,4.2,2,72.54545454545455,6.363636363636363,78.9090909090909,17.454545454545453,20.8,-0.3,0.364
1998,Michael Bishop,Kansas State,Big 12,12,4.2,14,0,0,0,4.2,14,62.333333333333336,0,62.333333333333336,14.75,46.9,2.85,0.846
1998,Lamont Pegues,Virginia Tech,Big East,11,4.2,7,7,3.6,0,4.2,7,67.72727272727273,2.272727272727273,70,16.181818181818183,31.8,0.19,0.75
1998,Brian Broadwater,Navy,Ind,11,4.2,5,0,0,0,4.2,5,61.72727272727273,0,61.72727272727273,14.727272727272727,23.2,-2.43,0.273
1998,Madre Hill,Arkansas,SEC,11,4.2,7,3,8.7,0,4.3,7,60.81818181818182,2.3636363636363638,63.18181818181818,14.545454545454545,32.5,1.98,0.75
1998,Darren Brister,Louisiana,Ind,11,4.2,4,6,6.2,0,4.3,4,58.72727272727273,3.3636363636363638,62.09090909090909,13.909090909090908,18.1,-3.38,0.182
1998,Jamie Tyler,Rice,WAC,11,4.2,8,1,18,0,4.3,8,55.81818181818182,1.6363636363636365,57.45454545454545,13.272727272727273,21.4,1.35,0.455
1998,Carlos Meeks,San Jose State,WAC,11,4.2,3,10,6.5,1,4.3,4,50.81818181818182,5.909090909090909,56.72727272727273,12.181818181818182,22.8,-1.93,0.333
1998,Steve Holley,Navy,Ind,11,4.2,5,0,0,0,4.2,5,35.90909090909091,0,35.90909090909091,8.636363636363637,23.2,-2.43,0.273
1998,Cory Conley,UAB,Ind,9,4.2,1,1,6,0,4.2,1,36.111111111111114,0.6666666666666666,36.77777777777778,8.555555555555555,21.5,-3.99,0.364
1998,Idris Wells,Eastern Michigan,MAC,8,4.2,4,8,7.4,0,4.5,4,36.125,7.375,43.5,8.625,19.6,-10.9,0.273
1998,Chad Richardson,Rice,WAC,10,4.1,6,0,0,0,4.1,6,74.6,0,74.6,18.1,21.4,1.35,0.455
1998,Shaun King,Tulane,CUSA,12,4.1,11,1,8,0,4.1,11,53.416666666666664,0.6666666666666666,54.083333333333336,13,45,-5.24,1
1998,Wasean Tait,Toledo,MAC,10,4.1,1,14,6.4,0,4.3,1,62.5,9,71.5,15.1,19.1,-6.77,0.583
1998,James Terrell,Ball State,MAC,11,4.1,4,2,3,0,4,4,28.727272727272727,0.5454545454545454,29.272727272727273,7.090909090909091,13.6,-7.16,0.091
1998,Darren Davis,Iowa State,Big 12,11,4,7,29,8.3,2,4.4,9,106,22,128,26.727272727272727,20.1,5.03,0.273
1998,Demario Brown,Utah State,Big West,9,4,5,21,9.8,0,4.6,5,94,22.88888888888889,116.88888888888889,23.333333333333332,21.5,-5.55,0.273
1998,Thomas Hamner,Minnesota,Big Ten,11,4,4,13,5.5,0,4.1,4,76.18181818181819,6.545454545454546,82.72727272727273,19,20.8,5.12,0.455
1998,Travis Zachery,Clemson,ACC,11,4,4,15,9.6,1,4.5,5,57.72727272727273,13.090909090909092,70.81818181818181,14.363636363636363,19.8,1.42,0.273
1998,Rufus Brown,North Carolina,ACC,11,4,3,12,7.3,0,4.3,3,48.54545454545455,7.909090909090909,56.45454545454545,12.090909090909092,24,1.36,0.583
1998,Phillip Rogers,Georgia Tech,ACC,11,4,2,9,16,2,4.8,4,42.36363636363637,13.090909090909092,55.45454545454545,10.636363636363637,35.5,1.7,0.833
1998,Gerald Green,Arizona State,Pac-10,8,4,1,0,0,0,4,1,49.25,0,49.25,12.25,30.3,3.71,0.455
1998,Adam Lige,Bowling Green State,MAC,11,4,7,18,7.9,2,4.7,9,30,13,43,7.545454545454546,26.5,-4.18,0.455
1998,Tony Lindsay,Oklahoma State,Big 12,11,3.9,10,1,11,0,4,10,53.81818181818182,1,54.81818181818182,13.727272727272727,27.5,5.05,0.455
1998,Jarious Jackson,Notre Dame,Ind,11,3.9,3,0,0,0,3.9,3,40.09090909090909,0,40.09090909090909,10.272727272727273,27.3,3.66,0.75
1998,Dennis Thomas,Rutgers,Big East,11,3.9,1,5,20,1,4.6,2,38,9.090909090909092,47.09090909090909,9.818181818181818,18.7,-0.25,0.455
1998,Petros Papadakis,USC,Pac-10,13,3.9,8,3,8.7,0,4.1,8,28.076923076923077,2,30.076923076923077,7.153846153846154,26.6,6.12,0.615
1998,Javis Austin,Clemson,ACC,11,3.9,3,24,6.6,1,4.6,4,25.363636363636363,14.454545454545455,39.81818181818182,6.545454545454546,19.8,1.42,0.273
1998,Antwaan Randle El,Indiana,Big Ten,11,3.8,10,2,27,1,4,11,79.36363636363636,4.909090909090909,84.27272727272727,20.636363636363637,22.3,4.6,0.364
1998,Alan Ricard,Louisiana-Monroe,Ind,11,3.8,7,9,9.1,1,4.3,8,34.81818181818182,7.454545454545454,42.27272727272727,9.090909090909092,20.6,-5.61,0.455
1998,Rahshon Spikes,North Carolina State,ACC,7,3.8,1,7,15.9,0,4.6,1,54.42857142857143,15.857142857142858,70.28571428571429,14.142857142857142,30.5,3.04,0.583
1998,Juan-Carlos Lacey,Stanford,Pac-10,10,3.8,2,12,2.9,0,3.7,2,27.9,3.5,31.4,7.3,23.7,5.66,0.273
1998,Kelvin Eafon,Arizona,Pac-10,12,3.7,16,9,16.1,0,4.4,16,44.333333333333336,12.083333333333334,56.416666666666664,12.083333333333334,33.8,0.93,0.923
1998,Demontray Carter,Auburn,SEC,11,3.7,2,2,-5,0,3.6,2,36.90909090909091,-0.9090909090909091,36,9.909090909090908,15.1,8.14,0.273
1998,Reginal Johnson,New Mexico,WAC,12,3.7,3,3,7,0,3.8,3,23.75,1.75,25.5,6.416666666666667,22.8,-5.12,0.25
1998,Davaren Hightower,Arizona State,Pac-10,10,3.7,4,9,10.2,2,4.4,6,26.3,9.2,35.5,7.2,30.3,3.71,0.455
1998,Ladell Betts,Iowa,Big Ten,11,3.6,5,20,13,0,4.5,5,61.72727272727273,23.545454545454547,85.27272727272727,17.09090909090909,15.6,5.08,0.273
1998,Willie Hurst,Washington,Pac-10,10,3.6,4,10,2.3,0,3.5,4,53.8,2.3,56.1,14.9,25.3,6.6,0.5
1998,William Andrews,Northern Illinois,MAC,10,3.6,4,9,6.1,0,3.7,4,47.6,5.5,53.1,13.3,14.5,-6.66,0.182
1998,Brandon Williams,Pitt,Big East,11,3.6,2,6,8,0,3.8,2,35.81818181818182,4.363636363636363,40.18181818181818,10,21.3,0.54,0.182
1998,Derek Lagway,Baylor,Big 12,11,3.6,3,37,7.2,0,4.6,3,30.454545454545453,24.181818181818183,54.63636363636363,8.454545454545455,17.7,8.01,0.182
1998,Jonathan Adams,Arkansas State,Ind,10,3.6,0,3,3.3,0,3.6,0,31.7,1,32.7,8.8,18,-8.11,0.333
1998,John Roberts,Utah State,Big West,11,3.6,1,1,-8,0,3.5,1,28.454545454545453,-0.7272727272727273,27.727272727272727,7.818181818181818,21.5,-5.55,0.273
1998,Richard Love,Louisiana-Monroe,Ind,10,3.6,1,8,9.3,0,4.1,1,31.1,7.4,38.5,8.7,20.6,-5.61,0.455
1998,Justin Fargas,Michigan,Big Ten,10,3.6,1,1,5,0,3.6,1,27.7,0.5,28.2,7.7,27.6,3.86,0.769
1998,Ivory Bryant,Northern Illinois,MAC,10,3.5,4,1,32,0,3.7,4,65.5,3.2,68.7,18.7,14.5,-6.66,0.182
1998,Blane Morgan,Air Force,WAC,11,3.5,15,0,0,0,3.5,15,46.18181818181818,0,46.18181818181818,13.181818181818182,36,-3.25,0.923
1998,Morgan Kane,Wake Forest,ACC,10,3.5,2,18,10,0,4.3,2,45.4,18,63.4,12.8,21.4,1.37,0.273
1998,Coy Wire,Stanford,Pac-10,6,3.5,2,15,5.5,0,3.8,2,49.666666666666664,13.833333333333334,63.5,14.166666666666666,23.7,5.66,0.273
1998,Harold Westley,Maryland,ACC,10,3.5,1,5,3.8,0,3.5,1,27.3,1.9,29.2,7.8,18.4,1.1,0.273
1998,Demarlo Rozier,Kent State,MAC,11,3.4,2,23,7.1,1,3.8,3,56.45454545454545,14.909090909090908,71.36363636363636,16.818181818181817,13.5,-7.81,0
1998,Tubby Coleman,North Texas,Big West,11,3.4,4,5,9.8,0,3.6,4,48.27272727272727,4.454545454545454,52.72727272727273,14,15.7,-1.63,0.273
1998,Darrell Bush,Baylor,Big 12,9,3.4,3,5,12.4,0,3.8,3,39.666666666666664,6.888888888888889,46.55555555555556,11.666666666666666,17.7,8.01,0.182
1998,Dwayne Cherrington,Colorado,Big 12,9,3.4,2,7,6.1,0,3.6,2,38.888888888888886,4.777777777777778,43.666666666666664,11.444444444444445,25.2,4.65,0.667
1998,Ty Houghtaling,New Mexico State,Big West,11,3.4,1,0,0,0,3.4,1,28.454545454545453,0,28.454545454545453,8.272727272727273,30.1,-4.36,0.273
1998,Derien Latimer,Oregon,Pac-10,9,3.4,5,7,18.6,0,4.5,5,34,14.444444444444445,48.44444444444444,10,39.4,3.81,0.667
1998,Damien Anderson,Northwestern,Big Ten,12,3.3,4,10,7.9,0,3.5,4,44.75,6.583333333333333,51.333333333333336,13.666666666666666,17.8,2.72,0.25
1998,Daunte Culpepper,UCF,Ind,11,3.3,12,1,21,0,3.4,12,42.09090909090909,1.9090909090909092,44,12.818181818181818,35.7,-9.33,0.818
1998,Letavious Wilks,Duke,ACC,10,3.3,6,6,2.5,0,3.3,6,36.2,1.5,37.7,10.9,20.8,-0.3,0.364
1998,Herman Ho-Ching,Oregon,Pac-10,7,3.3,3,5,15.4,1,4,4,42.285714285714285,11,53.285714285714285,12.714285714285714,39.4,3.81,0.667
1998,Mike Bath,Miami (OH),MAC,11,3.3,3,0,0,0,3.3,3,23.636363636363637,0,23.636363636363637,7.2727272727272725,28.8,-10.43,0.909
1998,Corby Jones,Missouri,Big 12,11,3.2,11,0,0,0,3.2,11,48.72727272727273,0,48.72727272727273,15.272727272727273,27.8,6.23,0.667
1998,Michael Burks,Auburn,SEC,11,3.2,0,9,6.4,1,3.4,1,43.90909090909091,5.2727272727272725,49.18181818181818,13.818181818181818,15.1,8.14,0.273
1998,Patrick Batteaux,TCU,WAC,10,3.2,3,1,22,0,3.3,3,47.9,2.2,50.1,14.9,22.3,-0.23,0.583
1998,Donovan McNabb,Syracuse,Big East,11,3.2,8,0,0,0,3.2,8,39.81818181818182,0,39.81818181818182,12.272727272727273,39.8,3.62,0.667
1998,Joe Gerena,Army,CUSA,7,3.2,4,0,0,0,3.2,4,38.142857142857146,0,38.142857142857146,11.857142857142858,23.4,0.03,0.273
1998,Eric Powell,Eastern Michigan,MAC,8,3.1,2,27,13.6,1,4.7,3,59.125,46,105.125,19,19.6,-10.9,0.273
1998,Ethan Vannoy,Eastern Michigan,MAC,10,3.1,4,10,6.8,1,3.5,5,26.1,6.8,32.9,8.5,19.6,-10.9,0.273
