Year.x,Player,School,Conf,G,Rushing.Avg,Rushing.TD,Receiving.Rec,Receiving.Avg,Receiving.TD,Scrimmage.Avg,Scrimmage.TD,Rushing.Yds.PG,Receiving.Yds.PG,Scrimmage.Yds.PG,Rushing.Att.PG,PPG.Off,SRS.SOS,Overall.Pct,NFL.Rushing.Avg,NFL.Rushing.Avg.Max
1992,Ryan Benjamin,Pacific,Big West,11,6.2,13,47,9.2,0,6.7,13,131,39.45454545454545,170.45454545454547,21,23,-4.54,0.273,1.7,1.7
1992,Derek Brown,Nebraska,Big 8,10,6,4,13,11.4,0,6.4,4,101.1,14.8,115.9,16.9,36.8,4.31,0.75,3.175,3.9
1992,Charlie Garner,Tennessee,SEC,11,6,2,5,5,0,6,2,84.36363636363636,2.272727272727273,86.63636363636364,14,28.9,1.65,0.75,4.64,5.4
1992,Robert Smith,Ohio State,Big Ten,10,5.6,10,9,9.3,0,5.8,10,81.9,8.4,90.3,14.7,22.6,3.9,0.708,4.65,5.5
1992,Vaughn Hebron,Virginia Tech,Big East,7,5.5,5,5,5.8,0,5.5,5,82.71428571428571,4.142857142857143,86.85714285714286,15,24.5,1.7,0.227,4.14,5.3
1992,Jerome Bettis,Notre Dame,Ind,11,5.4,10,15,15.9,2,6.3,12,75,21.727272727272727,96.72727272727273,14,36.4,4.71,0.875,3.8846153846153846,4.9
1992,Derrick Cullors,TCU,SWC,10,5.4,0,4,10,0,5.7,0,44.6,4,48.6,8.2,17.7,0.57,0.227,3.65,4.6
1992,Bam Morris,Texas Tech,SWC,11,5.3,10,14,8,0,5.4,10,116.27272727272727,10.181818181818182,126.45454545454545,22,26.1,1.54,0.455,3.8833333333333333,4.3
1992,Adrian Murrell,West Virginia,Big East,11,5.2,6,17,14.4,3,5.8,9,104.0909090909091,22.181818181818183,126.27272727272727,20.181818181818183,26,1.72,0.545,3.8,4.8
1992,Russell White,California,Pac-10,11,5.2,9,11,5.2,0,5.2,9,97.18181818181819,5.181818181818182,102.36363636363636,18.727272727272727,25.8,7.02,0.364,5,5
1992,Rodney Thomas,Texas A&M,SWC,13,5.2,13,8,6.8,0,5.3,13,69.6923076923077,4.153846153846154,73.84615384615384,13.384615384615385,27.1,0.78,0.923,3.6857142857142855,4.6
1992,Terrell Fletcher,Wisconsin,Big Ten,8,5.2,0,5,15,1,5.7,1,62,9.375,71.375,12,19.3,1.89,0.455,3.7875,5.4
1992,Natrone Means,North Carolina,ACC,11,5.1,13,14,6.6,0,5.2,13,108.63636363636364,8.454545454545455,117.0909090909091,21.454545454545453,24.1,0.66,0.75,3.6,4.2
1992,Derrick Lassic,Alabama,SEC,12,5.1,10,14,9.2,1,5.4,11,75.41666666666667,10.75,86.16666666666667,14.833333333333334,28.2,2.74,1,3.6,3.6
1992,Greg Hill,Texas A&M,SWC,12,5,15,16,5.6,2,5,17,111.58333333333333,7.5,119.08333333333333,22.25,27.1,0.78,0.923,4.416666666666666,6
1992,LeShon Johnson,Northern Illinois,Ind,11,5,6,3,1.3,0,5,6,121.63636363636364,0.36363636363636365,122,24.09090909090909,18.5,-9.3,0.455,2.62,4.5
1992,Jamal Willis,Brigham Young,WAC,12,4.9,11,16,9.8,0,5.3,11,83.66666666666667,13,96.66666666666667,17,28.8,2.49,0.615,2.9,2.9
1992,Glyn Milburn,Stanford,Pac-10,12,4.8,8,37,10.9,2,5.9,10,70.91666666666667,33.75,104.66666666666667,14.75,24.6,7.15,0.769,4.46,6.4
1992,Ricky Whittle,Oregon,Pac-10,12,4.8,1,9,8.7,0,5,1,52.833333333333336,6.5,59.333333333333336,11.083333333333334,22.1,5.71,0.5,2.6,2.6
1992,Jason Davis,Louisiana Tech,Ind,8,4.8,4,3,2,0,4.7,4,68.125,0.75,68.875,14.25,18.1,-3.04,0.455,0,0
1992,Curtis Martin,Pitt,Big East,10,4.6,5,33,9.6,1,5.5,6,73,31.7,104.7,15.8,24.1,0.7,0.25,3.9727272727272727,4.6
1992,Randy Cuthbert,Duke,ACC,11,4.5,6,37,9.3,1,5.2,7,93.72727272727273,31.363636363636363,125.0909090909091,20.636363636363637,24.1,4.17,0.182,7,7
